StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
7266,8.1,1,3,0,88,4.8,Yes,Yes,75,83,0
7267,7.4,1,1,0,85,3.9,No,Yes,62,68,1
7268,7.4,1,1,0,81,4.3,Yes,Yes,67,70,1
7269,7.6,0,1,0,72,3.6,No,No,55,61,1
7270,7.9,1,1,0,70,4.3,Yes,Yes,73,68,1
7271,8.2,1,3,0,90,4.8,Yes,Yes,82,72,0
7272,7.6,1,2,0,66,4.5,No,Yes,55,76,1
7273,6.5,1,3,0,82,4.7,Yes,Yes,55,82,0
7274,6.5,2,3,0,76,3.8,No,Yes,86,70,1
7275,7.6,1,1,0,64,3.4,No,No,55,59,1
7276,8.3,1,2,1,77,3.5,No,Yes,65,68,1
7277,6.5,2,3,2,87,4.8,Yes,Yes,71,84,0
7278,6.8,1,2,0,83,4.3,No,No,57,64,1
7279,7.6,0,3,0,80,4.4,Yes,Yes,83,74,1
7280,8,1,1,2,78,4.3,Yes,No,67,69,1
7281,8.2,2,3,2,90,4.8,Yes,Yes,82,84,0
7282,6.5,0,1,0,66,3.8,No,No,55,62,1
7283,8.3,2,3,2,90,4.8,Yes,Yes,78,84,0
7284,7.3,1,1,0,74,4.3,No,No,57,69,1
7285,7.8,1,1,1,76,4.8,No,No,59,70,1
7286,7.8,1,1,1,77,4.1,No,No,69,68,1
7287,8.6,1,3,2,85,4.8,Yes,Yes,78,85,0
7288,6.5,1,2,3,81,4.2,No,Yes,57,67,1
7289,6.9,1,1,1,81,4,No,Yes,70,70,0
7290,6.5,1,2,1,68,4.3,Yes,Yes,73,74,1
7291,8.5,2,2,2,90,4.8,Yes,Yes,78,77,0
7292,8.1,1,2,2,84,4.5,Yes,Yes,62,84,0
7293,6.7,0,1,0,76,4.2,Yes,Yes,62,66,1
7294,7.4,2,3,1,81,4.8,Yes,Yes,71,78,1
7295,7.6,1,1,2,81,4.8,No,No,84,67,1
7296,7.7,0,1,1,67,4.4,No,No,55,61,1
7297,8,2,3,2,90,4.5,Yes,Yes,85,82,0
7298,8.1,2,3,2,90,4.7,Yes,Yes,78,82,0
7299,6.5,2,1,1,78,3.5,No,Yes,61,67,1
7300,8.4,2,2,0,79,4.6,No,Yes,65,86,0
7301,7.4,1,2,1,69,4.6,No,Yes,55,68,1
7302,7.5,0,2,1,73,3.6,No,Yes,55,65,1
7303,8.1,2,3,1,90,4.7,Yes,No,74,84,0
7304,7.6,0,2,0,61,3.8,No,Yes,55,67,1
7305,7,1,1,0,76,4.8,Yes,No,70,63,0
7306,6.8,1,1,0,72,4.2,No,Yes,60,68,1
7307,7.8,2,2,1,79,4.6,Yes,No,79,71,1
7308,8.5,0,3,0,90,4.8,Yes,Yes,79,82,0
7309,6.5,1,1,0,66,4.8,Yes,No,60,64,1
7310,8.5,0,1,0,73,4.3,Yes,Yes,73,67,1
7311,8.5,1,1,2,85,4.3,Yes,Yes,57,61,1
7312,8.5,2,3,2,90,4.8,Yes,Yes,83,88,0
7313,6.5,1,2,0,86,4.4,Yes,Yes,55,66,1
7314,6.6,1,1,0,74,3.6,No,No,55,67,1
7315,8.5,1,3,0,88,4.7,Yes,Yes,76,83,0
7316,6.8,1,3,0,80,3.9,Yes,No,60,70,1
7317,8.3,2,3,2,84,4.7,Yes,Yes,68,80,0
7318,8.4,1,3,0,73,4.5,Yes,Yes,82,83,1
7319,8.4,1,1,2,76,3.7,No,Yes,55,60,1
7320,8.5,0,3,0,90,4.8,Yes,Yes,55,86,0
7321,6.5,1,1,0,71,4.3,Yes,Yes,62,70,1
7322,8.3,1,3,2,82,4.3,Yes,Yes,61,66,1
7323,8.4,1,1,1,70,4.2,No,No,62,68,1
7324,8.1,2,3,0,87,4.4,Yes,Yes,69,78,0
7325,7.3,1,2,1,61,4.7,Yes,Yes,68,72,1
7326,7.5,0,1,0,81,4.2,No,No,67,60,1
7327,7.4,0,2,1,75,4.1,No,Yes,78,65,0
7328,7.7,1,3,2,78,4.6,Yes,Yes,83,81,1
7329,6.6,1,1,0,83,4.4,No,No,55,62,1
7330,7.9,1,3,0,82,4.7,Yes,No,57,72,1
7331,8.4,0,2,2,87,4.3,Yes,Yes,77,67,1
7332,8,1,2,1,78,3.6,Yes,Yes,79,83,1
7333,8,0,3,2,90,4.1,Yes,Yes,59,86,1
7334,8.3,1,3,2,90,4.8,Yes,Yes,75,85,0
7335,7.8,0,1,0,74,4.5,No,No,55,69,1
7336,7.8,1,2,1,68,3.9,No,No,61,63,1
7337,7.6,1,1,2,89,4.8,No,Yes,76,86,1
7338,6.6,1,2,0,81,4.5,Yes,Yes,62,64,0
7339,7.4,0,3,1,83,4.3,Yes,Yes,82,68,0
7340,7.6,1,3,2,90,4.8,Yes,Yes,74,83,1
7341,6.6,0,1,2,81,4.3,No,Yes,67,72,1
7342,8.3,1,1,0,90,4.3,Yes,Yes,77,80,1
7343,8.5,0,1,1,64,3.8,Yes,No,56,81,1
7344,7.4,1,2,1,61,4.4,Yes,Yes,62,69,0
7345,8.3,2,3,2,90,4.8,Yes,Yes,84,88,0
7346,7.7,1,1,0,82,3.8,Yes,Yes,82,87,0
7347,8.2,2,3,0,76,4.2,Yes,Yes,72,67,0
7348,8.1,2,3,2,90,4.8,Yes,Yes,75,84,0
7349,8.3,2,3,3,89,4.8,Yes,No,74,77,1
7350,7.7,1,1,1,76,4.6,Yes,Yes,59,82,1
7351,8.3,1,3,2,89,4.8,Yes,Yes,81,85,0
7352,7.5,0,3,2,85,4.5,No,Yes,75,73,0
7353,8.3,0,3,0,86,4.3,Yes,No,56,65,1
7354,8,1,3,1,75,4.2,Yes,Yes,76,84,1
7355,7.5,1,2,0,66,4.2,No,Yes,55,65,1
7356,8,1,1,0,90,4.4,No,Yes,74,62,1
7357,7.7,2,2,2,85,4.7,Yes,Yes,83,82,0
7358,8.1,1,3,0,87,4.7,Yes,Yes,83,85,0
7359,7.3,1,1,0,83,3.7,No,No,55,62,1
7360,6.5,0,2,1,81,4.8,Yes,Yes,55,69,1
7361,7.3,1,1,0,70,4.3,No,Yes,63,76,1
7362,7.8,0,2,2,80,3.9,Yes,Yes,55,67,1
7363,6.7,0,1,0,78,3,No,No,55,65,1
7364,7.5,1,1,1,66,4.1,No,Yes,56,69,1
7365,7.6,2,3,1,87,4.4,No,No,63,65,1
7366,6.8,1,1,0,68,4.2,No,Yes,55,63,1
7367,7.2,1,3,3,88,4.6,No,Yes,76,84,0
7368,7.4,1,1,1,73,3.6,No,Yes,62,63,1
7369,8,2,3,0,88,4.5,Yes,No,77,84,1
7370,7.3,1,1,1,74,4.8,No,No,55,66,1
7371,6.5,1,1,0,86,4.2,Yes,Yes,65,65,1
7372,8.5,2,3,2,87,4.6,Yes,Yes,73,86,0
7373,6.6,1,1,0,73,4.5,Yes,No,72,66,1
7374,8.4,1,2,0,90,4.8,Yes,Yes,78,86,0
7375,8.4,1,3,1,85,4.8,Yes,Yes,55,80,1
7376,8.3,0,1,2,81,4.4,Yes,Yes,76,81,0
7377,6.6,1,1,0,78,4.6,No,Yes,55,67,1
7378,7.7,2,2,0,71,4,No,Yes,55,72,0
7379,8.5,1,3,2,86,4.5,Yes,Yes,89,77,0
7380,7.7,1,2,0,74,4.7,Yes,Yes,69,71,0
7381,8.5,0,3,2,90,4.6,No,Yes,74,72,0
7382,7.5,0,1,1,74,4,No,Yes,55,69,1
7383,8.4,2,3,2,90,4.5,Yes,Yes,75,80,0
7384,6.6,1,2,0,70,4,No,No,55,62,1
7385,8.6,2,3,2,90,4.8,Yes,Yes,81,87,0
7386,8.7,2,3,2,90,4.8,Yes,Yes,79,87,0
7387,8.2,2,3,2,87,4.8,Yes,Yes,72,88,0
7388,8,2,3,2,90,4.7,Yes,Yes,78,80,0
7389,8.4,0,1,1,64,3.6,Yes,Yes,64,65,1
7390,8.2,0,3,1,90,4.8,Yes,No,61,75,1
7391,7.5,1,1,0,71,3.6,No,No,60,65,1
7392,8.5,2,3,2,90,4.7,Yes,Yes,74,86,0
7393,7.8,1,3,1,89,4.8,Yes,Yes,75,85,0
7394,7.7,0,1,0,83,4.7,Yes,Yes,78,84,1
7395,8.3,1,2,0,80,3.6,No,Yes,72,63,1
7396,7.1,1,3,1,77,4.2,Yes,Yes,62,60,1
7397,7.2,1,2,2,75,4.2,No,Yes,65,69,1
7398,8,2,3,2,90,4.8,Yes,Yes,81,87,0
7399,7.9,2,3,2,84,4.7,Yes,Yes,72,86,0
7400,7.8,1,3,2,78,4.8,Yes,No,84,66,1
7401,7.9,1,1,0,89,4.5,Yes,Yes,78,81,0
7402,6.7,1,1,0,73,3.5,Yes,Yes,55,63,1
7403,8.1,0,3,2,82,4.8,Yes,No,82,83,0
7404,7.5,2,3,0,81,4.8,Yes,Yes,80,80,0
7405,6.5,1,1,2,68,4.2,No,No,68,64,1
7406,7.5,0,1,0,65,3.9,No,No,55,65,1
7407,6.7,1,1,2,74,4.3,Yes,No,62,72,0
7408,7.6,2,1,0,70,4.4,No,Yes,57,66,1
7409,6.8,1,1,0,82,4.6,No,Yes,58,75,0
7410,7.8,2,2,2,80,4.6,Yes,Yes,90,79,0
7411,7.6,1,1,0,60,3.6,No,No,55,64,1
7412,8.1,2,3,2,90,4.7,Yes,Yes,79,88,0
7413,7.4,0,1,1,69,4.3,No,Yes,55,76,1
7414,7.6,1,1,0,63,3.3,No,No,63,72,1
7415,7.6,1,2,3,81,4,No,Yes,55,83,1
7416,8.3,1,3,2,85,4.7,Yes,Yes,71,86,1
7417,8.3,1,3,2,90,4.8,Yes,Yes,69,88,0
7418,7.5,1,1,1,72,4.5,No,Yes,59,65,1
7419,7.5,1,1,1,77,4.4,Yes,No,70,67,1
7420,6.5,1,1,0,67,3.9,No,No,84,66,1
7421,7.7,1,1,0,65,3.9,No,No,55,72,1
7422,8.1,1,3,2,89,4.7,Yes,Yes,71,80,1
7423,7.5,0,1,1,66,4.1,Yes,Yes,58,67,1
7424,6.5,0,3,1,69,4.5,No,No,57,63,1
7425,6.5,1,1,0,60,3.5,No,Yes,59,74,1
7426,7.5,0,1,0,64,4.4,No,Yes,67,69,1
7427,8.2,1,3,2,88,4.8,Yes,Yes,75,82,0
7428,8.1,1,2,2,83,4.8,Yes,Yes,81,82,0
7429,7.4,1,2,0,71,4.6,No,No,63,68,1
7430,8.3,2,3,1,80,4.6,Yes,No,55,80,1
7431,8,1,1,1,80,4.2,No,Yes,74,68,1
7432,8.7,2,3,0,82,4.8,Yes,Yes,78,83,0
7433,7.1,1,1,0,69,3.6,Yes,Yes,55,70,1
7434,7.3,1,1,0,69,3.7,No,Yes,56,70,1
7435,7.4,1,1,1,66,3.5,No,Yes,55,70,1
7436,7.7,1,2,1,70,4.8,Yes,Yes,74,85,1
7437,6.5,0,1,0,74,4.2,No,No,64,72,1
7438,8.9,2,3,2,90,4.8,Yes,Yes,72,84,0
7439,8.2,1,3,0,80,4.3,Yes,Yes,79,68,0
7440,8.1,0,2,0,84,4,Yes,Yes,68,69,1
7441,7.2,1,1,0,69,4.1,Yes,No,64,73,1
7442,7.9,0,3,1,82,4,No,Yes,82,67,0
7443,6.5,1,2,0,61,4.5,No,No,75,68,1
7444,7.6,1,3,3,79,4.2,No,Yes,61,70,1
7445,8.2,2,3,2,85,4,Yes,Yes,85,88,0
7446,6.8,1,1,1,64,3.3,No,No,55,68,1
7447,6.5,1,1,0,61,3.5,No,Yes,61,69,1
7448,7.7,1,1,1,75,3.5,No,No,71,66,0
7449,7.6,1,2,1,67,4.6,No,Yes,61,67,1
7450,7.5,1,2,0,78,3.9,No,No,66,68,1
7451,6.5,1,1,1,73,4.5,No,No,55,59,1
7452,7.4,1,1,1,69,4.2,Yes,No,60,69,1
7453,8,1,2,1,82,4.8,Yes,Yes,79,80,0
7454,7.5,2,3,0,84,4.5,Yes,Yes,71,68,1
7455,8.7,0,3,2,88,4.7,Yes,Yes,74,86,0
7456,7.8,1,2,0,73,4.5,Yes,Yes,83,75,1
7457,7.4,1,1,0,69,3.9,No,No,62,74,1
7458,8.2,2,3,2,88,4.3,Yes,No,70,88,0
7459,8.9,1,2,1,84,4.1,Yes,Yes,68,62,1
7460,7.5,1,2,2,78,4.5,No,Yes,75,70,0
7461,7.1,1,1,1,71,4.2,Yes,Yes,65,69,1
7462,8.1,0,3,2,90,4.8,Yes,Yes,79,86,0
7463,7.5,0,1,2,72,4.4,No,Yes,55,69,1
7464,7.7,1,3,2,90,4.6,No,Yes,81,79,0
7465,8.3,0,2,0,90,4.6,Yes,Yes,75,82,0
7466,6.5,1,1,1,76,3.8,No,Yes,60,68,1
7467,8.4,1,2,2,86,4.2,Yes,Yes,80,82,1
7468,6.5,2,1,1,86,3.7,Yes,Yes,58,68,1
7469,8.5,0,2,2,85,4.1,Yes,Yes,59,82,0
7470,7.8,1,1,0,86,4.6,No,Yes,59,69,1
7471,8.2,1,3,1,79,4.6,Yes,Yes,73,84,1
7472,7.6,1,2,0,70,3.6,No,Yes,56,66,1
7473,6.5,2,1,0,78,4.4,No,Yes,75,65,1
7474,7.4,1,1,1,62,4.8,Yes,Yes,55,71,1
7475,8.5,1,3,2,86,4.7,Yes,Yes,73,83,0
7476,7.7,1,2,1,76,4.1,No,Yes,56,69,1
7477,8.1,1,2,0,86,4.8,No,Yes,82,63,1
7478,6.9,2,2,0,68,3.2,No,Yes,55,65,1
7479,7.7,0,2,0,72,4.5,No,Yes,63,87,1
7480,7.5,1,1,0,81,3.6,No,Yes,56,71,1
7481,8.3,2,3,2,90,4.2,Yes,Yes,71,81,0
7482,7.6,1,1,0,73,4.2,No,No,56,66,1
7483,7.7,1,2,1,74,4.6,Yes,Yes,64,57,0
7484,8.4,1,2,1,77,4,Yes,Yes,79,84,1
7485,7.5,1,2,0,70,4.2,No,Yes,55,72,0
7486,7.4,1,1,0,81,4.6,No,No,83,81,1
7487,6.9,1,1,1,61,4.6,Yes,Yes,55,64,1
7488,8.1,1,2,0,84,4.3,No,No,58,80,0
7489,8,0,2,0,85,3.8,Yes,Yes,75,69,1
7490,6.5,1,1,1,81,4.8,No,Yes,58,77,1
7491,8.4,1,1,2,81,4.6,Yes,Yes,70,70,0
7492,7.5,1,1,1,65,4.5,No,No,55,67,1
7493,7.7,1,3,0,74,4.3,Yes,Yes,75,86,1
7494,8.3,2,3,2,90,4.8,Yes,Yes,78,80,0
7495,6.5,0,3,0,77,3.6,Yes,No,60,74,1
7496,7.6,1,1,1,89,4.8,Yes,Yes,55,84,0
7497,7.4,0,1,1,70,4.3,No,Yes,55,69,1
7498,6.6,1,1,0,73,3.1,No,No,58,61,1
7499,6.5,1,1,1,70,4.1,No,No,65,66,1
7500,8.2,1,2,1,79,4.4,Yes,Yes,83,65,0
7501,6.5,1,2,1,74,3.9,No,Yes,56,68,1
7502,6.7,1,1,0,74,4.4,Yes,Yes,55,69,1
7503,8.8,2,3,2,90,4.7,Yes,Yes,74,86,0
7504,8,2,3,2,87,3.7,Yes,Yes,72,83,0
7505,6.7,1,2,0,73,3.4,No,Yes,55,59,1
7506,8.8,0,2,1,78,4.5,Yes,Yes,78,71,1
7507,7.5,1,1,0,74,3.5,No,Yes,60,68,0
7508,7.9,1,2,0,64,3.7,Yes,No,62,64,1
7509,8.2,2,2,3,84,4.8,Yes,Yes,79,80,1
7510,7.8,2,2,2,79,4.5,Yes,No,72,86,1
7511,6.5,1,3,2,75,3.8,Yes,Yes,79,67,1
7512,8.2,0,1,1,64,3.9,No,Yes,55,82,1
7513,6.9,1,2,1,74,4,Yes,Yes,59,66,1
7514,8.5,0,3,2,88,4.5,Yes,Yes,85,88,0
7515,7.4,1,1,1,70,4,Yes,Yes,57,72,1
7516,8.1,2,3,2,90,4.8,Yes,No,79,88,0
7517,7.8,0,1,0,71,3.7,No,No,55,62,1
7518,6.5,1,2,0,81,4.1,Yes,Yes,56,81,1
7519,8.4,0,1,1,78,3.8,Yes,No,64,68,1
7520,7.8,1,1,1,85,4.8,Yes,Yes,82,83,0
7521,7.9,1,3,2,87,4.8,Yes,Yes,82,88,0
7522,6.5,1,1,0,82,4.3,No,Yes,57,70,1
7523,8,2,3,0,90,4.5,Yes,Yes,85,79,0
7524,8.1,2,3,2,83,4.5,Yes,Yes,83,82,0
7525,7.4,1,1,2,63,3.6,No,Yes,62,72,1
7526,8.1,2,3,0,89,4.1,Yes,No,81,67,1
7527,7.8,1,3,2,90,4.8,Yes,Yes,58,78,0
7528,6.6,2,1,0,67,3.9,No,No,55,74,1
7529,7.3,1,1,2,82,4,Yes,Yes,59,75,1
7530,8.3,1,1,2,90,4.5,Yes,Yes,79,81,0
7531,6.5,1,1,0,70,4.1,No,No,65,72,1
7532,8.4,2,3,2,90,4.8,Yes,Yes,76,85,0
7533,7.7,1,3,0,75,4,Yes,Yes,78,81,0
7534,6.5,2,3,2,71,3.8,Yes,Yes,66,80,0
7535,7.6,1,3,2,79,3.8,Yes,Yes,75,88,0
7536,8.5,1,2,0,84,4.5,Yes,Yes,77,81,1
7537,6.5,2,2,2,80,4.6,Yes,Yes,81,72,0
7538,6.7,1,1,0,71,4.1,No,No,60,68,1
7539,7.5,1,1,1,66,4,No,Yes,61,72,1
7540,7.5,0,2,1,82,4.2,Yes,Yes,80,85,1
7541,7.9,1,2,0,77,4.2,No,Yes,75,63,1
7542,7.7,1,3,2,85,4.5,Yes,Yes,76,81,1
7543,7.8,2,3,1,90,4,Yes,Yes,81,84,1
7544,8.6,2,3,2,90,4.8,Yes,Yes,73,68,0
7545,8.1,2,3,2,85,4.8,Yes,Yes,83,84,0
7546,6.6,1,1,0,77,3.8,No,Yes,59,71,1
7547,8,2,3,2,87,4.8,Yes,Yes,75,81,0
7548,8.6,1,3,2,90,4.5,Yes,Yes,72,83,0
7549,8.3,1,3,2,90,4.7,Yes,Yes,76,80,0
7550,8,2,1,0,90,4.7,Yes,Yes,83,85,0
7551,7.5,1,2,0,82,4.1,No,No,64,61,1
7552,7.8,0,1,0,63,4.2,No,Yes,56,70,1
7553,7.5,0,2,0,81,3.6,No,Yes,55,68,0
7554,7.8,1,1,1,63,4.1,No,Yes,55,67,1
7555,6.7,1,1,0,66,4.3,Yes,No,55,71,1
7556,7.6,1,3,1,81,3.9,Yes,Yes,82,84,0
7557,7.6,0,2,1,77,4.7,Yes,Yes,76,65,1
7558,8.1,1,3,2,85,4.5,Yes,No,76,87,1
7559,8.2,1,2,2,81,4.8,Yes,Yes,75,87,0
7560,7.6,1,2,0,74,4.1,No,Yes,67,69,1
7561,7.5,1,1,1,69,3.9,No,Yes,59,66,1
7562,7.3,1,2,1,88,4.8,No,No,55,74,1
7563,6.7,0,2,0,75,4.2,No,Yes,55,64,1
7564,8.7,0,1,0,87,4.8,Yes,No,77,79,0
7565,8,2,1,2,88,4.7,Yes,Yes,62,66,0
7566,8.3,0,1,0,69,4.3,Yes,No,68,63,1
7567,7.6,0,3,1,81,4.6,Yes,Yes,61,71,1
7568,6.5,2,1,0,86,3.4,No,Yes,55,64,1
7569,7.4,1,1,1,70,3.5,No,Yes,57,61,1
7570,8.7,2,3,2,76,4.3,Yes,Yes,82,83,0
7571,6.5,1,1,0,79,3.7,No,No,63,62,1
7572,8.4,1,3,2,70,3.8,Yes,No,75,86,1
7573,7.4,1,1,0,67,3.7,No,No,65,65,1
7574,7.4,0,1,0,63,4.2,No,Yes,58,66,1
7575,6.7,0,2,0,70,3,No,Yes,55,69,1
7576,8.3,2,3,2,90,4.4,Yes,Yes,90,84,0
7577,8.3,2,3,0,90,4.8,Yes,Yes,79,82,0
7578,6.5,1,2,0,60,4.3,No,No,55,70,1
7579,7.4,1,2,0,80,4.7,No,Yes,59,64,1
7580,7.1,0,1,0,90,4.5,Yes,No,79,78,1
7581,6.5,0,3,2,73,4.5,Yes,Yes,74,84,0
7582,8.6,2,3,2,90,4.5,Yes,Yes,79,84,0
7583,6.5,2,1,0,69,3.7,No,No,55,68,1
7584,8.5,1,3,0,90,4.5,Yes,Yes,74,83,0
7585,6.9,1,1,0,75,3.8,Yes,Yes,55,66,1
7586,6.5,1,1,2,84,4.5,No,Yes,78,68,1
7587,8.1,2,3,2,87,4.8,Yes,No,84,86,0
7588,7.5,0,1,1,70,4.4,No,No,55,66,1
7589,6.8,1,2,1,75,4,No,Yes,62,76,1
7590,7.9,1,0,3,90,4.8,Yes,Yes,68,88,1
7591,8.2,1,3,0,82,4.7,Yes,Yes,76,84,1
7592,7.7,1,1,0,75,4,No,Yes,61,71,0
7593,8.3,2,2,0,81,4.7,Yes,Yes,78,86,1
7594,6.8,0,2,0,78,4.1,No,Yes,57,88,1
7595,7.7,1,1,0,69,4.4,No,No,59,66,1
7596,6.5,2,1,3,83,4.5,Yes,Yes,55,68,1
7597,8.2,1,1,2,89,4.8,Yes,Yes,87,84,0
7598,7,1,1,2,83,4.8,Yes,Yes,83,80,0
7599,7.5,1,1,0,66,3.9,No,No,55,71,1
7600,7.3,1,1,0,60,3.2,No,No,61,70,1
7601,7.3,1,1,0,80,3.8,Yes,Yes,59,58,0
7602,7,1,2,1,61,4,No,Yes,70,65,1
7603,7.4,1,1,0,86,4.5,Yes,Yes,69,86,1
7604,6.7,1,3,1,86,4.8,Yes,Yes,75,80,0
7605,8,0,3,2,90,4.8,Yes,Yes,84,82,0
7606,8,2,3,2,80,4.8,Yes,No,72,63,0
7607,8.4,1,3,2,90,4.8,Yes,Yes,79,87,0
7608,7.6,1,1,0,69,4,No,Yes,59,65,1
7609,8.2,1,2,0,81,4.4,No,Yes,55,62,1
7610,7.5,1,1,0,71,4,No,No,63,64,1
7611,8.2,2,1,2,90,4.6,Yes,Yes,74,79,0
7612,8.1,0,2,0,77,3.8,Yes,Yes,84,62,1
7613,7.7,1,2,0,80,3.5,Yes,Yes,79,84,1
7614,7.4,1,2,0,74,4.5,No,Yes,70,68,0
7615,8.4,2,3,2,90,4.8,Yes,Yes,80,80,0
7616,7.4,1,1,0,74,3.9,No,Yes,55,69,1
7617,7.6,0,2,0,75,3.6,No,No,56,70,1
7618,7.7,1,2,0,81,4.4,No,Yes,75,83,1
7619,7.4,2,3,2,79,4.7,Yes,No,87,84,0
7620,7.7,1,2,0,80,4,No,Yes,57,67,1
7621,7.6,0,2,0,84,4,Yes,Yes,70,86,0
7622,8.5,1,3,2,90,4.7,Yes,Yes,69,86,0
7623,7.5,0,2,0,81,4.1,No,No,63,64,1
7624,7.4,1,1,1,73,4.2,Yes,No,66,87,1
7625,6.5,1,1,0,73,4,Yes,No,59,67,0
7626,8.3,2,1,2,75,3.9,No,No,55,64,1
7627,7.4,1,2,0,73,4.2,No,No,55,61,1
7628,8.7,1,3,2,80,4.1,Yes,Yes,70,88,0
7629,8.4,2,3,2,84,3.7,No,No,81,82,1
7630,7.6,0,1,0,75,4.2,Yes,No,55,59,1
7631,8.5,1,3,3,84,4.6,Yes,Yes,69,88,0
7632,7.5,1,1,0,71,3.7,No,Yes,73,71,1
7633,7.5,1,1,0,77,4,No,Yes,55,63,1
7634,7.6,0,2,0,70,3.8,No,Yes,63,69,1
7635,8.1,1,2,0,90,4.5,No,No,70,61,1
7636,7.7,1,2,1,80,4.4,No,Yes,81,57,1
7637,7.5,1,1,1,80,4.1,Yes,Yes,73,69,1
7638,8.5,1,2,0,87,4.3,Yes,Yes,72,83,0
7639,7.6,0,1,1,71,4.3,No,No,59,66,1
7640,6.5,0,1,1,69,3.9,No,No,55,62,1
7641,8.2,2,3,3,82,4,Yes,Yes,83,80,0
7642,6.9,1,2,0,70,4.8,Yes,Yes,78,88,1
7643,8.4,2,3,2,84,4.7,Yes,No,85,85,1
7644,7.6,1,2,2,76,4.5,Yes,Yes,80,85,0
7645,7.7,1,1,0,81,4.6,No,Yes,76,68,1
7646,8,1,2,2,90,4.7,Yes,Yes,77,88,1
7647,8.3,2,3,0,90,4.8,Yes,Yes,84,86,0
7648,8.3,2,3,2,90,4.8,Yes,Yes,86,85,0
7649,7.5,1,1,0,61,3.9,No,No,55,74,1
7650,8.3,1,3,2,89,3.4,Yes,Yes,77,85,0
7651,6.5,0,1,0,66,4,No,Yes,66,72,1
7652,8.6,1,1,2,90,4.7,Yes,Yes,76,85,0
7653,7.3,0,1,1,70,3.9,No,No,55,71,1
7654,8.2,2,3,2,87,4.8,Yes,Yes,83,83,0
7655,8.5,1,1,2,78,4.5,No,Yes,58,73,1
7656,7.7,0,2,0,74,4.2,No,Yes,55,71,1
7657,8.4,1,3,2,80,4.5,Yes,Yes,71,64,1
7658,8.6,1,1,2,90,4.7,Yes,Yes,87,66,0
7659,7.3,0,2,2,86,4.8,Yes,Yes,74,86,0
7660,8.3,0,3,3,89,4.8,Yes,Yes,74,74,0
7661,6.5,1,1,0,66,3.9,No,No,55,73,1
7662,6.8,0,1,0,72,4.2,No,No,55,69,1
7663,8.3,0,3,2,90,4.5,Yes,Yes,74,83,0
7664,8.5,1,2,0,81,4.4,Yes,Yes,79,75,0
7665,6.5,1,1,1,71,4.5,No,No,55,74,1
7666,7.9,2,3,2,83,4.5,Yes,Yes,72,84,1
7667,6.7,0,1,1,71,4.2,No,No,55,69,1
7668,8.1,1,1,0,70,4.3,Yes,Yes,76,69,1
7669,7.5,0,2,0,70,4.1,No,Yes,55,67,1
7670,6.7,0,2,1,71,3.7,No,No,55,67,1
7671,8.4,2,3,2,90,4.8,Yes,Yes,72,84,0
7672,6.7,2,1,0,78,4.4,No,Yes,56,62,1
7673,6.5,1,1,1,75,3.8,No,Yes,56,64,1
7674,6.5,1,2,0,71,4,Yes,Yes,75,74,1
7675,7.7,1,3,2,88,4.5,Yes,Yes,79,70,1
7676,7.3,0,3,1,82,3.8,No,No,84,62,1
7677,7.6,0,1,2,72,3.7,No,No,55,61,1
7678,6.8,1,1,1,73,3.9,No,Yes,78,67,1
7679,7.6,1,2,3,81,4.6,Yes,Yes,73,82,1
7680,6.5,1,2,0,61,4,No,No,56,61,1
7681,6.9,1,1,1,74,4.1,No,Yes,55,61,1
7682,6.8,1,1,0,74,4.3,No,Yes,59,67,0
7683,7.4,1,1,0,82,4.7,Yes,Yes,84,87,1
7684,8.2,2,3,1,90,3.9,Yes,Yes,76,82,0
7685,7.9,0,2,0,81,4.5,Yes,Yes,74,87,1
7686,6.7,1,2,1,81,4.5,Yes,Yes,71,83,0
7687,8.2,1,1,0,71,4.4,Yes,Yes,77,68,1
7688,7.6,1,1,1,71,3.8,No,No,62,71,1
7689,7.3,1,3,0,71,4.5,No,No,58,70,1
7690,8.4,1,2,2,73,4.3,Yes,No,71,79,0
7691,7.6,1,1,0,83,4.1,No,No,68,63,1
7692,6.5,0,1,1,70,4.4,No,Yes,55,62,1
7693,8.3,1,1,1,75,4.8,No,No,56,65,1
7694,8.2,2,1,2,90,4.5,Yes,No,66,83,1
7695,7.4,1,1,1,80,4.2,Yes,Yes,75,65,0
7696,8.1,2,3,0,79,4.8,Yes,Yes,70,82,1
7697,7.5,0,3,0,73,4.5,Yes,No,68,83,1
7698,6.6,0,1,1,71,3.4,No,No,56,70,1
7699,7.6,1,2,1,69,4.2,No,No,63,60,1
7700,7.5,1,2,1,85,4.8,No,Yes,61,84,1
7701,8.2,1,2,0,88,4.3,No,No,76,81,0
7702,8.4,1,1,2,76,4.6,Yes,Yes,74,85,1
7703,8.5,2,3,2,90,4.8,Yes,Yes,85,88,0
7704,6.8,1,1,0,74,4,Yes,No,62,83,1
7705,6.5,1,3,1,76,4.6,Yes,Yes,74,76,0
7706,8,1,2,0,78,4.8,No,Yes,79,70,1
7707,8.4,1,1,2,85,4.8,Yes,Yes,75,84,0
7708,6.6,1,1,1,85,4.1,Yes,Yes,80,85,1
